SerialNo,Country,ISO 3166-1 alpha-3,Year,Total,Coal,Oil,Gas,Cement,Flaring,Other
1847,Guyana,GUY,1999,2.416842,0,2.416842,0,,0,
1848,Guyana,GUY,2000,2.302517,0,2.302517,0,,0,
1849,Liechtenstein,LIE,1990,6.917116,0.003351,6.024193,0.889569,0,0.000004,0
1850,Liechtenstein,LIE,1991,7.073819,0.003126,6.006447,1.064242,0,0.000005,0
1851,Liechtenstein,LIE,1992,6.996061,0.003698,5.816831,1.175526,0,0.000005,0
1852,Liechtenstein,LIE,1993,7.164948,0.003298,5.911163,1.250482,0,0.000005,0
1853,Liechtenstein,LIE,1994,6.605284,0.00231,5.350852,1.252116,0,0.000006,0
1854,Liechtenstein,LIE,1995,6.610606,0.002193,5.259548,1.348859,0,0.000006,0
1855,Liechtenstein,LIE,1996,6.572434,0.001579,5.050342,1.520506,0,0.000007,0
1856,Liechtenstein,LIE,1997,6.87367,0.00164,5.417444,1.454579,0,0.000007,0
1857,Liechtenstein,LIE,1998,7.121426,0.001699,5.537628,1.582092,0,0.000007,0
1858,Liechtenstein,LIE,1999,6.946693,0.000879,5.266063,1.679744,0,0.000008,0
1859,Liechtenstein,LIE,2000,6.566342,0.001893,4.931631,1.63281,0,0.000008,0
1860,Lithuania,LTU,1990,9.447749,0.841833,5.236215,2.795433,0.440607,0.006309,0.127351
1861,Lithuania,LTU,1991,9.97779,0.937182,5.620094,2.877804,0.408593,0.007439,0.126678
1862,Lithuania,LTU,1992,5.58559,0.437866,3.192721,1.65712,0.198895,0.00883,0.090157
1863,Lithuania,LTU,1993,4.316649,0.386646,2.883878,0.901118,0.096054,0.012679,0.036275
1864,Lithuania,LTU,1994,4.190778,0.323615,2.671993,1.05526,0.101207,0.011477,0.027227
1865,Lithuania,LTU,1995,4.02735,0.261297,2.418676,1.21837,0.082185,0.015196,0.031625
1866,Lithuania,LTU,1996,4.23787,0.240544,2.538757,1.323612,0.085316,0.023014,0.026626
1867,Lithuania,LTU,1997,4.112795,0.199646,2.53015,1.230828,0.099075,0.029599,0.023496
1868,Lithuania,LTU,1998,4.373355,0.176433,2.930602,1.091452,0.112319,0.03299,0.02956
1869,Lithuania,LTU,1999,3.710287,0.150711,2.308919,1.109418,0.09516,0.023511,0.022568
1870,Lithuania,LTU,2000,3.299333,0.105141,1.804098,1.258487,0.08127,0.030615,0.019721
1871,Luxembourg,LUX,1990,31.01069,16.530016,10.192213,2.716739,1.414647,0.000068,0.157007
1872,Luxembourg,LUX,1991,32.202855,15.567307,12.379123,2.780213,1.332722,0.000069,0.143421
1873,Luxembourg,LUX,1992,31.185757,14.148871,12.677612,2.86459,1.329308,0.000071,0.165304
1874,Luxembourg,LUX,1993,31.144083,14.458696,12.504877,2.925554,1.089864,0.000073,0.165019
1875,Luxembourg,LUX,1994,28.709554,12.048304,12.361346,2.918913,1.211784,0.000073,0.169134
1876,Luxembourg,LUX,1995,22.450794,6.634689,11.291449,3.294145,1.065237,0.000082,0.165192
1877,Luxembourg,LUX,1996,22.269046,5.952667,11.58192,3.536982,1.036285,0.000088,0.161103
1878,Luxembourg,LUX,1997,20.443941,3.6838,11.98091,3.56441,1.056694,0.000089,0.158037
1879,Luxembourg,LUX,1998,18.12186,0.992306,12.411895,3.53009,1.048045,0.000089,0.139436
1880,Luxembourg,LUX,1999,18.930695,1.03361,13.056046,3.601809,1.084194,0.00009,0.154946
1881,Luxembourg,LUX,2000,19.994039,1.080757,13.934305,3.694027,1.128378,0.000091,0.15648
1882,North Macedonia,MKD,1990,6.938951,4.122125,2.665648,0,0.140806,0.010372,
1883,North Macedonia,MKD,1991,4.92713,2.49844,2.286176,0,0.135962,0.006552,
1884,North Macedonia,MKD,1992,5.443284,3.774712,1.563265,0,0.105307,0,
1885,North Macedonia,MKD,1993,5.069692,3.793098,1.173879,0,0.102714,0,
1886,North Macedonia,MKD,1994,5.313606,3.98659,1.227212,0,0.099803,0,
1887,North Macedonia,MKD,1995,5.361283,4.103607,1.150561,0,0.107115,0,
1888,North Macedonia,MKD,1996,5.859163,3.96917,1.79081,0,0.099183,0,
1889,North Macedonia,MKD,1997,5.277811,3.690994,1.48627,0,0.100547,0,
1890,North Macedonia,MKD,1998,6.245484,4.774244,1.358347,0.020029,0.092863,0,
1891,North Macedonia,MKD,1999,5.764553,4.294909,1.326662,0.038008,0.104975,0,
1892,North Macedonia,MKD,2000,5.886316,4.327539,1.382583,0.061129,0.115065,0,
1893,Marshall Islands,MHL,1990,0,,,,,,
1894,Marshall Islands,MHL,1991,0,,,,,,
1895,Marshall Islands,MHL,1992,1.602499,0,1.602499,0,0,0,
1896,Marshall Islands,MHL,1993,1.721805,0,1.721805,0,0,0,
1897,Marshall Islands,MHL,1994,1.690851,0,1.690851,0,0,0,
1898,Marshall Islands,MHL,1995,1.734369,0,1.734369,0,0,0,
1899,Marshall Islands,MHL,1996,1.706236,0,1.706236,0,0,0,
1900,Marshall Islands,MHL,1997,1.679514,0,1.679514,0,0,0,
1901,Marshall Islands,MHL,1998,1.72297,0,1.72297,0,0,0,
1902,Marshall Islands,MHL,1999,1.633466,0,1.633466,0,0,0,
1903,Marshall Islands,MHL,2000,1.824432,0,1.824432,0,0,0,
1904,Mauritania,MRT,1990,0.425574,0.007306,0.418268,0,0,0,
1905,Mauritania,MRT,1991,0.420252,0.007093,0.413159,0,0,0,
1906,Mauritania,MRT,1992,0.421419,0.006825,0.414594,0,0,0,
1907,Mauritania,MRT,1993,0.414379,0.006551,0.407827,0,0,0,
1908,Mauritania,MRT,1994,0.413056,0.00633,0.406726,0,0,0,
1909,Mauritania,MRT,1995,0.426379,0.004618,0.421761,0,0,0,
1910,Mauritania,MRT,1996,0.437481,0.003017,0.434464,0,0,0,
1911,Mauritania,MRT,1997,0.433613,0.001475,0.432138,0,0,0,
1912,Mauritania,MRT,1998,0.419482,0.001437,0.418045,0,0,0,
1913,Mauritania,MRT,1999,0.418046,0,0.418046,0,0,0,
1914,Mauritania,MRT,2000,0.413304,0,0.413304,0,0,0,
1915,Montserrat,MSR,1990,2.712818,0,2.712818,0,0,0,
1916,Montserrat,MSR,1991,2.773394,0,2.773394,0,0,0,
1917,Montserrat,MSR,1992,2.899881,0,2.899881,0,0,0,
1918,Montserrat,MSR,1993,3.070284,0,3.070284,0,0,0,
1919,Montserrat,MSR,1994,3.680768,0,3.680768,0,0,0,
1920,Montserrat,MSR,1995,3.953009,0,3.953009,0,0,0,
1921,Montserrat,MSR,1996,4.74919,0,4.74919,0,0,0,
1922,Montserrat,MSR,1997,4.664875,0,4.664875,0,0,0,
1923,Montserrat,MSR,1998,4.573568,0,4.573568,0,0,0,
1924,Montserrat,MSR,1999,6.35339,0,6.35339,0,0,0,
1925,Montserrat,MSR,2000,4.991826,0,4.991826,0,0,0,
1926,Mozambique,MOZ,1990,0.074322,0.011568,0.060316,0,0.002438,0,
1927,Mozambique,MOZ,1991,0.069964,0.012158,0.055388,0,0.002418,0,
1928,Mozambique,MOZ,1992,0.07514,0.011403,0.062848,0,0.000889,0,
1929,Mozambique,MOZ,1993,0.083882,0.01109,0.072216,0,0.000575,0,
1930,Mozambique,MOZ,1994,0.072396,0.010601,0.060153,0,0.001642,0,
1931,Mozambique,MOZ,1995,0.071113,0.009633,0.059912,0,0.001567,0,
1932,Mozambique,MOZ,1996,0.067901,0.004102,0.059245,0,0.004554,0,
1933,Mozambique,MOZ,1997,0.07083,0.003992,0.06143,0,0.005408,0,
1934,Mozambique,MOZ,1998,0.065702,0,0.060622,0,0.00508,0,
1935,Mozambique,MOZ,1999,0.067387,0,0.062342,0,0.005045,0,
1936,Mozambique,MOZ,2000,0.074398,0,0.068255,0,0.006143,0,
1937,Nauru,NRU,1990,12.979371,0,12.979371,0,0,0,
1938,Nauru,NRU,1991,12.580893,0,12.580893,0,0,0,
1939,Nauru,NRU,1992,11.93721,0,11.93721,0,0,0,
1940,Nauru,NRU,1993,11.107373,0,11.107373,0,0,0,
1941,Nauru,NRU,1994,10.698851,0,10.698851,0,0,0,
1942,Nauru,NRU,1995,10.300116,0,10.300116,0,0,0,
1943,Nauru,NRU,1996,9.917061,0,9.917061,0,0,0,
1944,Nauru,NRU,1997,9.899836,0,9.899836,0,0,0,
1945,Nauru,NRU,1998,9.533391,0,9.533391,0,0,0,
1946,Nauru,NRU,1999,8.822113,0,8.822113,0,0,0,
1947,Nauru,NRU,2000,8.121037,0,8.121037,0,0,0,
1948,New Caledonia,NCL,1990,8.892699,2.459699,6.2836,0,0.149401,0,
1949,New Caledonia,NCL,1991,9.677623,2.56601,6.910044,0,0.201568,0,
1950,New Caledonia,NCL,1992,8.458347,1.731067,6.530844,0,0.196437,0,
1951,New Caledonia,NCL,1993,9.582897,2.189389,7.201937,0,0.191571,0,
1952,New Caledonia,NCL,1994,10.094955,2.73453,7.173458,0,0.186967,0,
1953,New Caledonia,NCL,1995,10.331104,2.472527,7.655676,0,0.202901,0,
1954,New Caledonia,NCL,1996,10.700954,3.267485,7.235146,0,0.198322,0,
1955,New Caledonia,NCL,1997,8.720186,1.441544,7.08466,0,0.193982,0,
1956,New Caledonia,NCL,1998,8.507473,1.49828,7.009194,0,0,0,
1957,New Caledonia,NCL,1999,9.467221,1.350049,8.117171,0,0,0,
1958,New Caledonia,NCL,2000,10.022948,2.939108,6.901949,0,0.181891,0,
1959,Nicaragua,NIC,1990,0.483452,0,0.461053,0,0.022399,0,
1960,Nicaragua,NIC,1991,0.459023,0,0.435214,0,0.023809,0,
1961,Nicaragua,NIC,1992,0.535922,0,0.508984,0,0.026938,0,
1962,Nicaragua,NIC,1993,0.504209,0,0.479987,0,0.024222,0,
1963,Nicaragua,NIC,1994,0.544393,0,0.515704,0,0.02869,0,
1964,Nicaragua,NIC,1995,0.58346,0,0.554031,0,0.029429,0,
1965,Nicaragua,NIC,1996,0.591649,0,0.559605,0,0.032043,0,
1966,Nicaragua,NIC,1997,0.636129,0,0.603188,0,0.032942,0,
1967,Nicaragua,NIC,1998,0.682016,0,0.649636,0,0.03238,0,
1968,Nicaragua,NIC,1999,0.712329,0,0.682754,0,0.029575,0,
1969,Nicaragua,NIC,2000,0.726364,0,0.682277,0,0.044087,0,
1970,Niger,NER,1990,0.071892,0.026701,0.04421,0,0.000981,0,
1971,Niger,NER,1991,0.065873,0.026309,0.038615,0,0.000949,0,
1972,Niger,NER,1992,0.05933,0.021801,0.036197,0,0.001332,0,
1973,Niger,NER,1993,0.065467,0.024562,0.039616,0,0.001289,0,
1974,Niger,NER,1994,0.06107,0.023929,0.035894,0,0.001246,0,
1975,Niger,NER,1995,0.057257,0.025224,0.030788,0,0.001245,0,
1976,Niger,NER,1996,0.063252,0.025991,0.036099,0,0.001162,0,
1977,Niger,NER,1997,0.061563,0.022345,0.038057,0,0.001161,0,
1978,Niger,NER,1998,0.064248,0.024177,0.038951,0,0.001121,0,
1979,Niger,NER,1999,0.060774,0.021647,0.038046,0,0.001082,0,
1980,Niger,NER,2000,0.059704,0.019649,0.038664,0,0.001391,0,
1981,Niue,NIU,1990,2.893012,0,2.893012,0,0,0,
1982,Niue,NIU,1991,2.934722,0,2.934722,0,0,0,
1983,Niue,NIU,1992,2.981286,0,2.981286,0,0,0,
1984,Niue,NIU,1993,3.033113,0,3.033113,0,0,0,
1985,Niue,NIU,1994,3.085474,0,3.085474,0,0,0,
1986,Niue,NIU,1995,3.132963,0,3.132963,0,0,0,
1987,Niue,NIU,1996,3.186087,0,3.186087,0,0,0,
1988,Niue,NIU,1997,3.246788,0,3.246788,0,0,0,
1989,Niue,NIU,1998,3.320344,0,3.320344,0,0,0,
1990,Niue,NIU,1999,3.421102,0,3.421102,0,0,0,
1991,Niue,NIU,2000,3.533269,0,3.533269,0,0,0,
1992,Occupied Palestinian Territory,PSE,1990,0.40527,0,0.40527,0,0,0,
1993,Occupied Palestinian Territory,PSE,1991,0.398788,0,0.398788,0,0,0,
1994,Occupied Palestinian Territory,PSE,1992,0.396537,0,0.396537,0,0,0,
1995,Occupied Palestinian Territory,PSE,1993,0.387581,0,0.387581,0,0,0,
1996,Occupied Palestinian Territory,PSE,1994,0.384586,0,0.384586,0,0,0,
1997,Occupied Palestinian Territory,PSE,1995,0.360374,0,0.360374,0,0,0,
1998,Occupied Palestinian Territory,PSE,1996,0.379265,0,0.379265,0,0,0,
1999,Occupied Palestinian Territory,PSE,1997,0.303702,0,0.303702,0,0,0,
2000,Occupied Palestinian Territory,PSE,1998,0.495417,0,0.495417,0,0,0,
2001,Occupied Palestinian Territory,PSE,1999,0.448901,0,0.448901,0,0,0,
2002,Occupied Palestinian Territory,PSE,2000,0.528604,0,0.528604,0,0,0,
2003,Oman,OMN,1990,6.219059,0,2.899486,2.328929,0.231255,0.759389,
2004,Oman,OMN,1991,6.118038,0,2.899064,2.352107,0.217477,0.64939,
2005,Oman,OMN,1992,5.990578,0,2.036359,3.151464,0.200895,0.601861,
2006,Oman,OMN,1993,6.38301,0,1.971824,3.662465,0.196963,0.551757,
2007,Oman,OMN,1994,7.055467,0,2.472804,3.944466,0.22778,0.410417,
2008,Oman,OMN,1995,7.234916,0,3.533879,3.164642,0.217739,0.318656,
2009,Oman,OMN,1996,6.734862,0,3.291031,2.888149,0.227408,0.328274,
2010,Oman,OMN,1997,6.790147,0,2.457256,3.338343,0.22278,0.771768,
2011,Oman,OMN,1998,7.150329,0,2.352429,3.877329,0.229625,0.690946,
2012,Oman,OMN,1999,8.888944,0,3.346177,4.217577,0.205045,1.120145,
2013,Oman,OMN,2000,9.186539,0,3.4823,4.704543,0.204144,0.795552,
2014,Palau,PLW,1990,0,,,,,,
2015,Palau,PLW,1991,0,,,,,,
2016,Palau,PLW,1992,12.362909,0,12.362909,0,0,0,
2017,Palau,PLW,1993,12.079121,0,12.079121,0,0,0,
2018,Palau,PLW,1994,11.798211,0,11.798211,0,0,0,
2019,Palau,PLW,1995,11.49724,0,11.49724,0,0,0,
2020,Palau,PLW,1996,11.158132,0,11.158132,0,0,0,
2021,Palau,PLW,1997,10.813576,0,10.813576,0,0,0,
2022,Palau,PLW,1998,10.495226,0,10.495226,0,0,0,
2023,Palau,PLW,1999,10.209288,0,10.209288,0,0,0,
2024,Palau,PLW,2000,10.587448,0,10.587448,0,0,0,
2025,Panama,PAN,1990,1.074299,0.037388,0.984059,0,0.052853,0,
2026,Panama,PAN,1991,1.240782,0.051254,1.137841,0,0.051687,0,
2027,Panama,PAN,1992,1.609895,0.050249,1.51751,0,0.042137,0,
2028,Panama,PAN,1993,1.451562,0.053397,1.304005,0,0.09416,0,
2029,Panama,PAN,1994,1.56958,0.053692,1.416652,0,0.099236,0,
2030,Panama,PAN,1995,1.344948,0.035074,1.212759,0,0.097115,0,
2031,Panama,PAN,1996,1.604403,0.095182,1.409228,0,0.099993,0,
2032,Panama,PAN,1997,1.637229,0.053162,1.478175,0,0.105892,0,
2033,Panama,PAN,1998,2.045183,0.054607,1.87951,0,0.111065,0,
2034,Panama,PAN,1999,1.910297,0.053567,1.746541,0,0.110189,0,
2035,Panama,PAN,2000,1.908362,0.052521,1.720967,0,0.134874,0,
2036,Papua New Guinea,PNG,1990,0.557425,0.000946,0.517677,0.038802,0,0,
2037,Papua New Guinea,PNG,1991,0.543496,0.000917,0.505002,0.037577,0,0,
2038,Papua New Guinea,PNG,1992,0.529674,0.000884,0.492535,0.036255,0,0,
2039,Papua New Guinea,PNG,1993,0.51055,0.000852,0.4739,0.035798,0,0,
2040,Papua New Guinea,PNG,1994,0.489719,0.000823,0.451859,0.037038,0,0,
2041,Papua New Guinea,PNG,1995,0.446051,0.000794,0.403986,0.041272,0,0,
2042,Papua New Guinea,PNG,1996,0.457053,0.000766,0.4004,0.055888,0,0,
2043,Papua New Guinea,PNG,1997,0.519267,0.000739,0.472732,0.045796,0,0,
2044,Papua New Guinea,PNG,1998,0.556855,0.000713,0.504806,0.051336,0,0,
2045,Papua New Guinea,PNG,1999,0.459258,0,0.415191,0.044067,0,0,
2046,Papua New Guinea,PNG,2000,0.483585,0,0.439018,0.044567,0,0,
2047,Paraguay,PRY,1990,0.526124,0,0.491037,0,0.035087,0,
2048,Paraguay,PRY,1991,0.504666,0,0.472066,0,0.0326,0,
2049,Paraguay,PRY,1992,0.603205,0,0.551692,0,0.051513,0,
2050,Paraguay,PRY,1993,0.664379,0,0.616486,0,0.047893,0,
2051,Paraguay,PRY,1994,0.757299,0,0.698518,0,0.058781,0,
2052,Paraguay,PRY,1995,0.855174,0,0.791865,0,0.063309,0,
2053,Paraguay,PRY,1996,0.789277,0,0.730987,0,0.05829,0,
2054,Paraguay,PRY,1997,0.85673,0,0.799979,0,0.056751,0,
2055,Paraguay,PRY,1998,0.890415,0,0.840195,0,0.05022,0,
2056,Paraguay,PRY,1999,0.870652,0,0.823046,0,0.047606,0,
2057,Paraguay,PRY,2000,0.703798,0,0.656454,0,0.047344,0,
2058,Peru,PER,1990,0.967963,0.024527,0.820663,0.059163,0.046374,0.017235,
2059,Peru,PER,1991,0.919182,0.042825,0.763231,0.052396,0.045481,0.015248,
2060,Peru,PER,1992,0.910555,0.045468,0.767863,0.055006,0.042218,0,
2061,Peru,PER,1993,1.015773,0.06716,0.842534,0.05672,0.049359,0,
2062,Peru,PER,1994,0.990645,0.051943,0.819323,0.058054,0.061325,0,
2063,Peru,PER,1995,1.008981,0.056956,0.841755,0.03867,0.071599,0,
2064,Peru,PER,1996,0.97258,0.052811,0.807609,0.041042,0.071118,0,
2065,Peru,PER,1997,1.075686,0.049835,0.916961,0.031056,0.077834,0,
2066,Peru,PER,1998,1.069356,0.056766,0.893356,0.042291,0.076942,0,
2067,Peru,PER,1999,1.111281,0.053734,0.935113,0.056386,0.066049,0,
2068,Peru,PER,2000,1.129413,0.073964,0.869148,0.05238,0.066693,0.067228,
2069,Bolivia,BOL,1990,1.410174,0,0.460053,0.202403,0.035695,0.712023,
2070,Bolivia,BOL,1991,1.448637,0,0.453139,0.207857,0.036623,0.751018,
2071,Bolivia,BOL,1992,1.489535,0,0.460823,0.246268,0.039676,0.742768,
2072,Bolivia,BOL,1993,1.53096,0,0.490023,0.24914,0.042921,0.748876,
2073,Bolivia,BOL,1994,1.635634,0,0.542429,0.286692,0.045494,0.761019,
2074,Bolivia,BOL,1995,1.584818,0,0.640612,0.312596,0.051273,0.580336,
2075,Bolivia,BOL,1996,1.578851,0,0.685163,0.387984,0.050764,0.454941,
2076,Bolivia,BOL,1997,1.330811,0,0.71116,0.459553,0.057924,0.102173,
2077,Bolivia,BOL,1998,1.318507,0,0.795856,0.38599,0.063265,0.073396,
2078,Bolivia,BOL,1999,1.242248,0,0.715333,0.4087,0.063925,0.054291,
2079,Bolivia,BOL,2000,0.985553,0,0.575654,0.315544,0.055978,0.038377,
2080,Cameroon,CMR,1990,0.227881,0.000321,0.205149,0,0.022411,0,
2081,Cameroon,CMR,1991,0.226567,0.000311,0.208123,0,0.018133,0,
2082,Cameroon,CMR,1992,0.223628,0.000302,0.202404,0,0.020922,0,
2083,Cameroon,CMR,1993,0.229507,0.000293,0.208923,0,0.020291,0,
2084,Cameroon,CMR,1994,0.22112,0.000285,0.205624,0,0.015211,0,
2085,Cameroon,CMR,1995,0.242492,0.000277,0.225193,0,0.017022,0,
2086,Cameroon,CMR,1996,0.264736,0.00027,0.255327,0,0.009139,0,
2087,Cameroon,CMR,1997,0.226478,0.000263,0.208152,0,0.018063,0,
2088,Cameroon,CMR,1998,0.21908,0,0.198115,0,0.020965,0,
2089,Cameroon,CMR,1999,0.203886,0,0.180471,0,0.023415,0,
2090,Cameroon,CMR,2000,0.221712,0,0.197869,0,0.023843,0,
2091,South Korea,KOR,1990,5.677938,2.137532,2.967973,0.145808,0.359769,0,0.066855
2092,South Korea,KOR,1991,6.196994,2.115068,3.409304,0.16727,0.426239,0,0.079113
2093,South Korea,KOR,1992,6.708737,2.042793,3.891657,0.217722,0.472642,0,0.083922
2094,South Korea,KOR,1993,7.348162,2.217083,4.215774,0.270605,0.54972,0,0.094981
2095,South Korea,KOR,1994,7.875317,2.253951,4.573657,0.358361,0.594255,0,0.095093
2096,South Korea,KOR,1995,8.452006,2.319718,4.980431,0.431201,0.619133,0,0.101524
2097,South Korea,KOR,1996,9.221568,2.687012,5.244647,0.566342,0.619982,0.001364,0.102221
2098,South Korea,KOR,1997,9.681602,2.900478,5.353729,0.683761,0.637921,0.000478,0.105235
2099,South Korea,KOR,1998,8.174061,2.975084,3.969407,0.635655,0.494677,0.000317,0.098921
2100,South Korea,KOR,1999,8.824875,3.130554,4.312689,0.7695,0.509871,0.000394,0.101869
2101,South Korea,KOR,2000,9.403589,3.50263,4.407678,0.859271,0.529101,0,0.104908
2102,Moldova,MDA,1990,8.154617,1.662603,4.352317,1.885208,0.216887,0.037602,
2103,Moldova,MDA,1991,6.576874,1.443041,3.34029,1.558066,0.200579,0.034897,
2104,Moldova,MDA,1992,4.667078,0.891769,2.113673,1.556113,0.105523,0,
2105,Moldova,MDA,1993,3.526237,0.853688,1.421182,1.161081,0.090286,0,
2106,Moldova,MDA,1994,2.772325,0.824756,0.753643,1.120655,0.073271,0,
2107,Moldova,MDA,1995,2.55656,0.503456,0.684141,1.313255,0.055708,0,
2108,Moldova,MDA,1996,2.638053,0.447435,0.634349,1.512677,0.043592,0,
2109,Moldova,MDA,1997,1.661742,0.226822,0.584567,0.788874,0.061479,0,
2110,Moldova,MDA,1998,1.48014,0.225685,0.488423,0.716634,0.049398,0,
2111,Moldova,MDA,1999,1.088431,0.103945,0.329727,0.605778,0.048981,0,
2112,Moldova,MDA,2000,0.840384,0.08618,0.30163,0.41194,0.040634,0,
2113,South Sudan,SSD,1990,0.091329,0,0.091329,0,0,0,
2114,South Sudan,SSD,1991,0.083503,0,0.083503,0,0,0,
2115,South Sudan,SSD,1992,0.073311,0,0.073311,0,0,0,
2116,South Sudan,SSD,1993,0.04992,0,0.04992,0,0,0,
2117,South Sudan,SSD,1994,0.066983,0,0.066983,0,0,0,
2118,South Sudan,SSD,1995,0.067159,0,0.067159,0,0,0,
2119,South Sudan,SSD,1996,0.067594,0,0.067594,0,0,0,
2120,South Sudan,SSD,1997,0.080465,0,0.080465,0,0,0,
2121,South Sudan,SSD,1998,0.068419,0,0.068419,0,0,0,
2122,South Sudan,SSD,1999,0.072289,0,0.072289,0,0,0,
2123,South Sudan,SSD,2000,0.075202,0,0.075202,0,0,0,
2124,Sudan,SDN,1990,0.226111,0,0.222788,0,0.003323,0,
2125,Sudan,SDN,1991,0.208191,0,0.20493,0,0.003262,0,
2126,Sudan,SDN,1992,0.183162,0,0.178425,0,0.004737,0,
2127,Sudan,SDN,1993,0.123914,0,0.119272,0,0.004642,0,
2128,Sudan,SDN,1994,0.166712,0,0.163778,0,0.002934,0,
2129,Sudan,SDN,1995,0.167573,0,0.160712,0,0.006862,0,
2130,Sudan,SDN,1996,0.168785,0,0.162222,0,0.006562,0,
2131,Sudan,SDN,1997,0.20201,0,0.197329,0,0.004681,0,
2132,Sudan,SDN,1998,0.171213,0,0.167967,0,0.003246,0,
2133,Sudan,SDN,1999,0.181212,0,0.177579,0,0.003633,0,
2134,Sudan,SDN,2000,0.192229,0,0.189946,0,0.002283,0,
2135,Réunion,REU,1990,1.912576,0,1.912576,0,0,0,
2136,Réunion,REU,1991,2.466922,0,2.466922,0,0,0,
2137,Réunion,REU,1992,2.611357,0.359759,2.251598,0,0,0,
2138,Réunion,REU,1993,2.558979,0.377661,2.181318,0,0,0,
2139,Réunion,REU,1994,2.652562,0.385585,2.266976,0,0,0,
2140,Réunion,REU,1995,2.89248,0.383022,2.509457,0,0,0,
2141,Réunion,REU,1996,3.13579,0.557901,2.577889,0,0,0,
2142,Réunion,REU,1997,3.467322,0.885144,2.582178,0,0,0,
2143,Réunion,REU,1998,3.508826,1.000154,2.508673,0,0,0,
2144,Réunion,REU,1999,3.811601,1.06302,2.748581,0,0,0,
2145,Réunion,REU,2000,4.116021,1.372007,2.744014,0,0,0,
2146,Rwanda,RWA,1990,0.071567,0,0.068075,0,0.003492,0,
2147,Rwanda,RWA,1991,0.063072,0,0.059685,0,0.003387,0,
2148,Rwanda,RWA,1992,0.062619,0,0.058856,0,0.003285,0.000479,
2149,Rwanda,RWA,1993,0.061096,0,0.057476,0,0.003156,0.000464,
2150,Rwanda,RWA,1994,0.068639,0,0.067482,0,0.000612,0.000544,
2151,Rwanda,RWA,1995,0.079967,0,0.078603,0,0.000719,0.000644,
2152,Rwanda,RWA,1996,0.0691,0,0.066018,0,0.002536,0.000546,
2153,Rwanda,RWA,1997,0.062938,0,0.059261,0,0.003199,0.000478,
2154,Rwanda,RWA,1998,0.06084,0,0.057867,0,0.002972,0,
2155,Rwanda,RWA,1999,0.062752,0,0.059041,0.000454,0.003257,0,
2156,Rwanda,RWA,2000,0.063519,0,0.059636,0.000452,0.003431,0,
2157,Saint Helena,SHN,1990,1.108959,0,1.108959,0,0,0,
2158,Saint Helena,SHN,1991,1.115882,0,1.115882,0,0,0,
2159,Saint Helena,SHN,1992,1.124271,0,1.124271,0,0,0,
2160,Saint Helena,SHN,1993,1.700758,0,1.700758,0,0,0,
2161,Saint Helena,SHN,1994,1.716963,0,1.716963,0,0,0,
2162,Saint Helena,SHN,1995,1.732661,0,1.732661,0,0,0,
2163,Saint Helena,SHN,1996,1.748648,0,1.748648,0,0,0,
2164,Saint Helena,SHN,1997,1.766067,0,1.766067,0,0,0,
2165,Saint Helena,SHN,1998,1.784416,0,1.784416,0,0,0,
2166,Saint Helena,SHN,1999,1.804037,0,1.804037,0,0,0,
2167,Saint Helena,SHN,2000,1.824701,0,1.824701,0,0,0,
2168,Saint Lucia,LCA,1990,1.261664,0,1.261664,0,0,0,
2169,Saint Lucia,LCA,1991,1.295256,0,1.295256,0,0,0,
2170,Saint Lucia,LCA,1992,1.451386,0,1.451386,0,0,0,
2171,Saint Lucia,LCA,1993,1.578088,0,1.578088,0,0,0,
2172,Saint Lucia,LCA,1994,1.727831,0,1.727831,0,0,0,
2173,Saint Lucia,LCA,1995,1.803765,0,1.803765,0,0,0,
2174,Saint Lucia,LCA,1996,1.90376,0,1.90376,0,0,0,
2175,Saint Lucia,LCA,1997,1.885574,0,1.885574,0,0,0,
2176,Saint Lucia,LCA,1998,2.055605,0,2.055605,0,0,0,
2177,Saint Lucia,LCA,1999,2.106865,0,2.106865,0,0,0,
2178,Saint Lucia,LCA,2000,2.18232,0,2.18232,0,0,0,
2179,Sint Maarten (Dutch part),SXM,1990,20.488295,0,20.488295,0,0,0,
2180,Sint Maarten (Dutch part),SXM,1991,15.266292,0,15.266292,0,0,0,
2181,Sint Maarten (Dutch part),SXM,1992,11.965639,0,11.965639,0,0,0,
2182,Sint Maarten (Dutch part),SXM,1993,18.193662,0,18.193662,0,0,0,
2183,Sint Maarten (Dutch part),SXM,1994,17.491027,0,17.491027,0,0,0,
2184,Sint Maarten (Dutch part),SXM,1995,17.384975,0,17.384975,0,0,0,
2185,Sint Maarten (Dutch part),SXM,1996,16.358879,0,16.358879,0,0,0,
2186,Sint Maarten (Dutch part),SXM,1997,17.237748,0,17.237748,0,0,0,
2187,Sint Maarten (Dutch part),SXM,1998,0.958789,0,0.958789,0,0,0,
2188,Sint Maarten (Dutch part),SXM,1999,7.240594,0,7.240594,0,0,0,
2189,Sint Maarten (Dutch part),SXM,2000,19.356344,0,19.356344,0,0,0,
2190,Samoa,WSM,1990,0.52285,0,0.52285,0,0,0,
2191,Samoa,WSM,1991,0.564691,0,0.564691,0,0,0,
2192,Samoa,WSM,1992,0.582618,0,0.582618,0,0,0,
2193,Samoa,WSM,1993,0.598686,0,0.598686,0,0,0,
2194,Samoa,WSM,1994,0.550319,0,0.550319,0,0,0,
